,summonerName,participantId,gameId,gameCreation,gameDuration,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,teamId_team,win_team,firstBlood_team,firstTower_team,firstInhibitor_team,firstBaron_team,firstDragon_team,firstRiftHerald_team,towerKills_team,inhibitorKills_team,baronKills_team,dragonKills_team,riftHeraldKills_team,ban1,ban2,ban3,ban4,ban5,role,lane,creepsPerMinDeltas_0-10,xpPerMinDeltas_0-10,goldPerMinDeltas_0-10,csDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_0-10,damageTakenPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_0-10,creepsPerMinDeltas_10-20,xpPerMinDeltas_10-20,goldPerMinDeltas_10-20,csDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_10-20,damageTakenPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_10-20,creepsPerMinDeltas_20-30,xpPerMinDeltas_20-30,goldPerMinDeltas_20-30,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_20-30,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end,championId,spell1Id,spell2Id
296,TheLegendOfQc,7,3407175583,1588700979930,2039,1056,3285,3157,3165,1026,3020,3340,7,8,13,2,1,2,520,0,0,0,0,118591,105333,12464,793,0,36707,33784,2130,793,6687,1,14380,2330,1553,11,72,27067,11999,14601,466,11703,11675,0,0,116,5,5,0,288,16,1,7,0,False,False,False,False,False,False,8112,1507,0,0,8139,1650,0,0,8138,30,0,0,8135,3344,5,0,8226,250,1014,0,8210,0,0,0,8100,8200,5008,5008,5003,200,Fail,False,False,False,False,False,False,2,0,0,1,0,"{'championId': 89, 'pickTurn': 6}","{'championId': 141, 'pickTurn': 7}","{'championId': 157, 'pickTurn': 8}","{'championId': 875, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",DUO_CARRY,BOTTOM,6.0,317.0,260.1,-0.5,-18.500000000000014,220.8,-61.900000000000006,8.3,499.4,474.7,1.3999999999999997,94.1,444.79999999999995,-123.25000000000006,7.0,422.0,313.7,1.7000000000000004,-212.05,1049.4,321.29999999999995,,,,,,,,81.0,7.0,4.0
396,identificateur,8,3407175583,1588700979930,2039,3095,3140,3094,3031,3046,3009,3363,11,5,10,6,2,3,792,1,0,0,0,182518,12895,167111,2511,1209,33531,1631,30883,1015,7064,3,13776,7577,2609,23,22,24992,10997,13776,219,15728,15575,0,0,197,2,2,0,199,16,1,9,2,False,False,False,False,False,False,8021,2833,0,0,9111,1202,420,0,9103,22,30,0,8014,886,0,0,8275,10,0,0,8236,28,0,0,8000,8200,5008,5008,5002,200,Fail,False,False,False,False,False,False,2,0,0,1,0,"{'championId': 89, 'pickTurn': 6}","{'championId': 141, 'pickTurn': 7}","{'championId': 157, 'pickTurn': 8}","{'championId': 875, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",NONE,JUNGLE,0.5,372.79999999999995,313.70000000000005,0.5,23.0,532.9,35.400000000000006,0.1,378.2,315.0,-2.0999999999999996,-101.70000000000002,954.4,59.39999999999998,1.6,517.5,456.6,0.10000000000000009,-93.70000000000002,806.1,-469.80000000000007,,,,,,,,28.0,4.0,11.0
496,tryhard0331,9,3407175583,1588700979930,2039,3100,2055,3152,3111,1402,1058,3364,7,15,9,3,1,2,253,0,0,0,0,137205,110175,22030,4999,0,15203,11509,2271,1422,14651,1,27579,5360,796,28,39,43734,11004,31135,1593,11227,10775,1,0,52,84,67,0,482,14,5,11,2,False,False,False,False,False,False,8112,824,0,0,8143,382,0,0,8138,30,0,0,8135,6172,5,0,8304,10,3,0,8347,0,0,0,8100,8300,5007,5008,5002,200,Fail,False,False,False,False,False,False,2,0,0,1,0,"{'championId': 89, 'pickTurn': 6}","{'championId': 141, 'pickTurn': 7}","{'championId': 157, 'pickTurn': 8}","{'championId': 875, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",SOLO,MIDDLE,6.6,433.5,248.5,,,377.9,,4.8,326.5,271.1,,,565.4,,,,,,,,,,,,,,,,268.0,21.0,4.0
596,eesoo,10,3407175583,1588700979930,2039,3857,3109,3009,3050,3801,1028,3364,3,12,11,0,1,0,678,0,0,0,0,25543,10912,7709,6921,0,9196,5119,2743,1334,4373,5,40393,0,0,34,41,37191,13873,18014,5304,8019,7350,0,0,38,0,0,0,146,13,0,17,4,False,False,False,False,False,False,8439,447,0,0,8463,613,0,0,8473,951,0,0,8451,186,0,0,8345,3,0,0,8347,0,0,0,8400,8300,5007,5002,5001,200,Fail,False,False,False,False,False,False,2,0,0,1,0,"{'championId': 89, 'pickTurn': 6}","{'championId': 141, 'pickTurn': 7}","{'championId': 157, 'pickTurn': 8}","{'championId': 875, 'pickTurn': 9}","{'championId': 11, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,ExhaustMyHoles,1,3407231348,1588698560468,2009,3027,3025,3111,3194,1026,0,3340,8,9,4,3,1,2,643,0,0,0,0,187849,138476,35110,14263,0,24028,16819,5430,1778,6345,1,57339,7191,2041,26,12,35687,13688,18476,3522,13153,10950,1,0,205,12,8,1,178,17,2,10,2,False,False,False,False,False,False,8010,2229,0,0,9111,1920,240,0,9104,15,50,0,8017,29,0,0,8143,584,0,0,8106,4,0,0,8000,8100,5005,5008,5003,100,Fail,False,True,False,False,False,False,3,0,0,0,0,"{'championId': 45, 'pickTurn': 1}","{'championId': 119, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 412, 'pickTurn': 4}","{'championId': 157, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,1.2,291.9,159.2,0.40000000000000013,7.749999999999957,196.39999999999998,-7.90000000000002,1.3,417.1,259.0,0.19999999999999973,117.34999999999997,270.3,38.5,0.8,443.20000000000005,316.7,-0.9500000000000002,111.55000000000001,632.5,-77.75000000000003,,,,,,,,117.0,3.0,4.0
247,0PpAii,2,3407231348,1588698560468,2009,3086,3153,3022,3006,3124,3091,3364,8,12,8,4,2,2,258,1,0,0,0,195407,72589,115448,7369,454,27333,12746,10627,3960,6286,2,11443,5487,3709,14,12,30752,9419,19362,1970,16293,15725,2,0,256,10,7,0,308,18,3,4,4,False,False,False,False,False,False,8008,2,20,0,9111,1774,320,0,9103,27,50,0,8014,557,0,0,8237,531,0,0,8233,21,30,0,8000,8200,5005,5008,5001,100,Fail,False,True,False,False,False,False,3,0,0,0,0,"{'championId': 45, 'pickTurn': 1}","{'championId': 119, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 412, 'pickTurn': 4}","{'championId': 157, 'pickTurn': 5}",DUO,MIDDLE,6.4,428.8,229.39999999999998,,,427.29999999999995,,3.7,466.9,496.6,,,788.0,,,,,,,,,,,,,,,,142.0,4.0,14.0
347,Reliquent,3,3407231348,1588698560468,2009,3193,3857,2055,3047,3052,3742,3364,3,8,11,0,1,0,376,0,0,0,0,51052,1685,35926,13440,0,12878,446,8923,3508,1832,1,37503,757,757,43,21,29061,11169,16738,1154,9387,8675,0,0,66,0,0,0,106,15,3,15,10,False,False,False,False,False,False,8010,433,0,0,9111,1269,280,0,9105,26,10,0,8299,493,0,0,8444,1236,0,0,8451,218,0,0,8000,8400,5005,5008,5002,100,Fail,False,True,False,False,False,False,3,0,0,0,0,"{'championId': 45, 'pickTurn': 1}","{'championId': 119, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 412, 'pickTurn': 4}","{'championId': 157, 'pickTurn': 5}",NONE,JUNGLE,0.1,244.2,219.6,-1.0,-132.3,648.7,338.7,0.8999999999999999,502.8,343.9,-1.1,25.30000000000001,1026.2,601.8,,,,,,,,,,,,,,,48.0,4.0,11.0
447,Eugus,4,3407231348,1588698560468,2009,3285,3157,3109,3504,3020,0,3340,4,10,6,3,3,1,493,1,1,0,0,123605,106489,12692,4423,0,15157,13923,1234,0,209,1,15725,1329,1329,24,20,21487,11674,8463,1349,12022,12075,0,0,188,4,4,0,228,16,1,12,4,False,False,False,False,False,False,8214,1082,501,0,8226,250,1206,0,8210,40,0,0,8236,48,0,0,8313,0,0,0,8316,3922,0,0,8200,8300,5008,5008,5003,100,Fail,False,True,False,False,False,False,3,0,0,0,0,"{'championId': 45, 'pickTurn': 1}","{'championId': 119, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 412, 'pickTurn': 4}","{'championId': 157, 'pickTurn': 5}",SOLO,MIDDLE,6.2,431.8,233.10000000000002,-1.0,-6.599999999999994,428.6,-2.3999999999999773,5.1,441.5,444.3,-1.4999999999999996,-25.69999999999999,902.8000000000001,185.10000000000008,,,,,,,,,,,,,,,517.0,12.0,4.0
547,SKT Waffle,5,3407231348,1588698560468,2009,1419,3124,3006,1029,3091,0,3340,7,15,3,2,1,1,395,0,0,0,0,136726,7594,118620,10511,0,17462,889,12054,4517,11875,1,23397,4429,0,29,8,39946,10847,26926,2171,10523,10535,0,0,16,107,93,0,135,14,2,13,2,False,False,False,False,False,False,8010,660,0,0,9111,366,200,0,9104,17,50,0,8014,431,0,0,8138,18,0,0,8135,4169,4,0,8000,8100,5005,5008,5002,100,Fail,False,True,False,False,False,False,3,0,0,0,0,"{'championId': 45, 'pickTurn': 1}","{'championId': 119, 'pickTurn': 2}","{'championId': 58, 'pickTurn': 3}","{'championId': 412, 'pickTurn': 4}","{'championId': 157, 'pickTurn': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,TheBottomAlcove,6,3407231348,1588698560468,2009,3153,3033,0,3078,3042,3158,3363,3,4,20,3,1,1,785,0,0,0,0,179914,16530,159759,3624,0,27843,6225,21010,608,4053,4,7989,19832,5117,34,3,21349,7764,10741,2843,15178,14033,3,0,200,36,16,8,55,18,2,13,1,False,False,False,False,False,True,8008,3,0,0,9111,1324,460,0,9104,13,10,0,8014,635,0,0,8226,250,1775,0,8236,28,0,0,8000,8200,5005,5008,5001,200,Win,True,False,True,True,True,True,10,2,2,4,1,"{'championId': 38, 'pickTurn': 6}","{'championId': 412, 'pickTurn': 7}","{'championId': 122, 'pickTurn': 8}","{'championId': 104, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,1.2000000000000002,233.89999999999998,274.6,-0.6000000000000001,-11.900000000000034,377.5,39.349999999999994,1.8,417.3,386.4,-1.35,-134.84999999999997,895.5,271.74999999999994,,,,,,,,,,,,,,,82.0,4.0,14.0
297,MiLii,7,3407231348,1588698560468,2009,2033,3001,3111,3102,3068,3082,3340,3,5,14,0,1,0,1046,0,0,0,0,144627,89568,47356,7703,0,20334,15369,4726,238,5578,1,46301,5837,1989,14,41,26264,10144,13812,2307,13571,11425,1,0,183,17,9,0,914,18,1,9,1,False,False,False,False,False,False,8229,1792,0,0,8226,250,807,0,8210,0,0,0,8237,629,0,0,8345,3,0,0,8352,391,2038,1243,8200,8300,5008,5008,5002,200,Win,True,False,True,True,True,True,10,2,2,4,1,"{'championId': 38, 'pickTurn': 6}","{'championId': 412, 'pickTurn': 7}","{'championId': 122, 'pickTurn': 8}","{'championId': 104, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",SOLO,TOP,6.300000000000001,398.1,275.9,0.6000000000000001,4.300000000000011,491.4,100.0,6.7,416.7,254.2,0.20000000000000018,-184.5,1124.5,442.7,2.5,381.4,227.2,-3.4,-344.90000000000003,1314.0,143.0999999999999,,,,,,,,266.0,4.0,12.0
397,U Disney man,8,3407231348,1588698560468,2009,3052,3147,3074,3006,3031,3026,3364,14,6,12,6,3,3,649,2,1,0,0,221008,28044,176564,16399,1104,22975,6137,15410,1428,8322,1,16459,42968,6308,40,20,29357,8928,17244,3183,17465,15850,4,2,68,150,92,14,663,18,6,7,6,False,False,False,False,False,False,8128,2323,27,0,8143,728,0,0,8138,18,0,0,8105,15,5,0,9104,10,20,0,8014,742,0,0,8100,8000,5008,5008,5002,200,Win,True,False,True,True,True,True,10,2,2,4,1,"{'championId': 38, 'pickTurn': 6}","{'championId': 412, 'pickTurn': 7}","{'championId': 122, 'pickTurn': 8}","{'championId': 104, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",DUO_CARRY,BOTTOM,7.9,298.6,300.4,-0.40000000000000013,-7.749999999999957,165.0,7.90000000000002,6.7,347.20000000000005,426.70000000000005,-0.19999999999999973,-117.34999999999997,288.6,-38.5,3.6,324.0,253.0,0.9500000000000002,-111.55000000000001,766.9,77.75000000000003,,,,,,,,202.0,4.0,7.0
497,MagicKoala,9,3407231348,1588698560468,2009,1058,3116,3157,3020,1058,3285,3340,13,10,14,4,2,4,663,1,0,0,0,114371,96694,10711,6965,0,29441,26796,1172,1472,6008,1,21285,3934,2949,20,68,29988,12944,14669,2374,14399,14140,1,0,153,0,0,0,308,17,2,11,0,True,False,False,False,False,False,8229,2327,0,0,8226,250,1503,0,8210,0,0,0,8236,48,0,0,8313,0,0,0,8352,201,923,675,8200,8300,5008,5008,5003,200,Win,True,False,True,True,True,True,10,2,2,4,1,"{'championId': 38, 'pickTurn': 6}","{'championId': 412, 'pickTurn': 7}","{'championId': 122, 'pickTurn': 8}","{'championId': 104, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",DUO_CARRY,BOTTOM,6.5,295.2,261.6,,,347.5,,6.4,446.4,382.7,,,948.0,,,,,,,,,,,,,,,,134.0,4.0,7.0
597,Thicc Futa Maid ,10,3407231348,1588698560468,2009,3814,3142,3117,3179,3147,3156,3364,20,5,10,9,2,3,1194,1,0,0,0,66233,220,52837,13175,0,27249,220,20607,6421,6667,6,21379,9077,2918,50,38,21703,8047,10602,3054,21157,17000,0,0,63,5,0,0,149,17,2,20,10,False,False,False,False,False,False,8439,233,0,0,8463,940,0,0,8473,1446,0,0,8453,623,187,0,8143,702,0,0,8106,5,0,0,8400,8100,5008,5008,5002,200,Win,True,False,True,True,True,True,10,2,2,4,1,"{'championId': 38, 'pickTurn': 6}","{'championId': 412, 'pickTurn': 7}","{'championId': 122, 'pickTurn': 8}","{'championId': 104, 'pickTurn': 9}","{'championId': 350, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,R1pVanW1nkle,1,3408836408,1588812763059,1091,1029,0,2422,1082,3802,1056,3340,1,2,5,0,1,0,443,0,0,0,0,61955,56160,5795,0,0,5679,5409,270,0,339,1,3558,5369,3894,11,11,7878,1673,5830,374,6711,2725,2,1,112,0,0,0,128,11,1,4,1,False,False,False,False,True,False,8229,563,0,0,8226,250,551,0,8210,0,0,0,8236,8,0,0,8304,9,4,5,8345,3,0,0,8200,8300,5008,5008,5001,100,Win,True,True,True,False,True,True,8,1,0,1,1,"{'championId': 89, 'pickTurn': 1}","{'championId': 157, 'pickTurn': 2}","{'championId': 111, 'pickTurn': 3}","{'championId': 114, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",NONE,JUNGLE,0.0,349.79999999999995,288.7,-0.5,-23.0,497.5,-35.400000000000006,2.2,479.9,419.0,2.0999999999999996,101.70000000000002,895.0,-59.39999999999998,1.5,611.2,559.8,-0.10000000000000009,93.70000000000002,1275.9,469.80000000000007,,,,,,,,104.0,11.0,4.0
245,Akane Ayase,2,3408836408,1588812763059,1091,1401,2031,3117,3075,0,0,3340,5,7,14,3,1,1,357,0,0,0,0,40361,23537,13898,2926,20,5915,4296,1159,460,1696,1,14774,5488,3046,7,27,16264,3744,9965,2554,6742,6550,0,0,13,24,12,8,206,9,0,4,0,False,False,False,True,False,False,8439,239,0,0,8446,1005,0,0,8429,33,18,11,8451,36,0,0,8014,168,0,0,9104,10,50,0,8400,8000,5005,5002,5002,100,Win,True,True,True,False,True,True,8,1,0,1,1,"{'championId': 89, 'pickTurn': 1}","{'championId': 157, 'pickTurn': 2}","{'championId': 111, 'pickTurn': 3}","{'championId': 114, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",DUO,MIDDLE,5.2,292.6,206.6,,,305.79999999999995,,2.8,360.6,326.5,,,721.3,,,,,,,,,,,,,,,,22.0,12.0,4.0
345,ExhaustMyHoles,3,3408836408,1588812763059,1091,0,3025,3067,1056,3047,3211,3364,9,2,2,8,3,1,769,2,1,0,0,96923,67550,23670,5702,0,14307,9820,4149,338,1719,1,13455,16604,4777,13,7,8586,2361,5819,405,10206,6650,2,0,120,20,4,4,125,12,2,3,1,False,False,True,False,False,True,8010,1001,0,0,9111,673,220,0,9104,15,0,0,8017,0,0,0,8401,377,0,0,8453,235,373,0,8000,8400,5005,5008,5002,100,Win,True,True,True,False,True,True,8,1,0,1,1,"{'championId': 89, 'pickTurn': 1}","{'championId': 157, 'pickTurn': 2}","{'championId': 111, 'pickTurn': 3}","{'championId': 114, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.3,180.2,140.2,-0.9000000000000004,-77.55000000000001,222.2,12.150000000000006,0.6000000000000001,361.8,196.60000000000002,-1.5499999999999998,-89.1,774.1,120.70000000000002,,,,,,,,,,,,,,,37.0,3.0,4.0
445,Frugal Mindz,4,3408836408,1588812763059,1091,1055,3078,3004,3802,1026,0,3363,10,0,4,10,2,1,0,1,0,0,0,83101,7286,73239,2576,0,12267,3393,8309,564,455,1,3308,5589,5589,6,5,8777,2267,6453,56,9895,8883,2,0,141,7,4,3,117,10,0,2,2,True,False,False,False,False,True,8010,39,0,0,8009,2505,500,0,9103,17,50,0,8014,355,0,0,8226,250,213,0,8210,0,0,0,8000,8200,5005,5008,5002,100,Win,True,True,True,False,True,True,8,1,0,1,1,"{'championId': 89, 'pickTurn': 1}","{'championId': 157, 'pickTurn': 2}","{'championId': 111, 'pickTurn': 3}","{'championId': 114, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",DUO_CARRY,BOTTOM,7.7,317.5,364.20000000000005,0.6000000000000001,11.900000000000034,457.1,-39.349999999999994,7.8,661.2,637.8,1.35,134.84999999999997,1047.6,-271.74999999999994,,,,,,,,,,,,,,,157.0,3.0,4.0
545,AlgerBruhhh,5,3408836408,1588812763059,1091,3504,3174,3853,1082,0,0,3364,4,1,13,3,1,1,680,0,0,0,0,12662,7984,4341,336,0,5831,4886,608,336,6867,5,1611,2192,1978,22,7,2452,727,1696,28,6884,5475,2,0,3,5,0,1,27,10,3,10,1,False,False,False,False,False,True,8214,550,828,0,8226,250,77,0,8210,0,0,0,8237,241,0,0,8009,2755,500,0,8017,247,0,0,8200,8000,5008,5008,5002,100,Win,True,True,True,False,True,True,8,1,0,1,1,"{'championId': 89, 'pickTurn': 1}","{'championId': 157, 'pickTurn': 2}","{'championId': 111, 'pickTurn': 3}","{'championId': 114, 'pickTurn': 4}","{'championId': -1, 'pickTurn': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,fukloss,6,3408836408,1588812763059,1091,3078,1036,2033,0,0,3158,3340,2,4,3,0,1,0,415,0,0,0,0,59729,3528,50950,5250,0,4369,1328,2576,464,2773,1,7148,0,0,8,2,14196,8243,5415,538,6038,5558,0,0,113,0,0,0,149,11,1,5,0,False,False,False,False,False,False,8437,360,276,0,8446,0,0,0,8473,646,0,0,8453,419,0,0,8345,3,0,0,8352,127,652,445,8400,8300,5008,5008,5001,200,Fail,False,False,False,False,False,False,0,0,0,0,0,"{'championId': 154, 'pickTurn': 6}","{'championId': 86, 'pickTurn': 7}","{'championId': 25, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 157, 'pickTurn': 10}",NONE,JUNGLE,6.5,525.8,368.6,,,202.7,,6.6,464.5,464.1,,,494.6,,,,,,,,,,,,,,,,22.0,6.0,4.0
295,Lêê Siñ,7,3408836408,1588812763059,1091,1055,1037,1055,1018,1001,2055,3340,1,4,2,0,1,0,385,0,0,0,0,38015,572,37442,0,397,4063,502,3560,0,468,2,3715,1067,1067,9,14,9205,4410,4535,260,4687,3075,0,0,83,0,0,0,30,8,2,4,1,False,False,False,False,False,False,8437,182,136,0,8446,301,0,0,8473,298,0,0,8451,91,0,0,9103,0,0,0,8009,310,300,0,8400,8000,5005,5008,5002,200,Fail,False,False,False,False,False,False,0,0,0,0,0,"{'championId': 154, 'pickTurn': 6}","{'championId': 86, 'pickTurn': 7}","{'championId': 25, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 157, 'pickTurn': 10}",DUO_SUPPORT,BOTTOM,0.0,196.3,154.8,-0.5,-18.500000000000014,202.7,-61.900000000000006,1.2,406.79999999999995,348.4,1.3999999999999997,94.1,554.8,-123.25000000000006,1.3,468.5,233.0,1.7000000000000004,-212.05,750.7,321.29999999999995,,,,,,,,37.0,14.0,4.0
395,Chomok,8,3408836408,1588812763059,1091,1414,2031,3020,2055,3191,3108,3364,5,8,3,0,1,0,210,0,0,0,0,67227,54578,10521,2128,0,5682,4404,858,420,5209,3,7471,2694,15,4,2,16051,6941,8809,300,6707,5825,0,0,18,68,51,8,28,10,1,1,1,False,False,False,False,False,False,8112,370,0,0,8143,124,0,0,8138,16,0,0,8105,11,3,0,8232,1,40,0,8275,10,0,0,8100,8200,5005,5008,5002,200,Fail,False,False,False,False,False,False,0,0,0,0,0,"{'championId': 154, 'pickTurn': 6}","{'championId': 86, 'pickTurn': 7}","{'championId': 25, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 157, 'pickTurn': 10}",SOLO,MIDDLE,8.0,473.5,273.2,1.3000000000000003,27.400000000000006,92.3,-69.5,7.0,417.3,398.0,3.4,10.799999999999983,550.8,-168.70000000000002,6.3,407.4,377.8,1.4,52.19999999999999,707.9000000000001,-135.0,,,,,,,,90.0,4.0,6.0
495,TrumanyAsIp,9,3408836408,1588812763059,1091,3851,3802,1001,3145,0,0,3340,1,7,1,0,1,0,272,0,0,0,0,19587,18776,638,172,0,3761,3382,206,172,0,0,2773,0,0,6,8,8588,4083,4095,410,4255,3300,0,0,19,4,4,0,11,9,2,5,0,False,False,False,False,False,False,8128,205,6,0,8126,198,0,0,8136,0,0,0,8106,2,0,0,8236,8,0,0,8226,250,116,0,8100,8200,5008,5008,5002,200,Fail,False,False,False,False,False,False,0,0,0,0,0,"{'championId': 154, 'pickTurn': 6}","{'championId': 86, 'pickTurn': 7}","{'championId': 25, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 157, 'pickTurn': 10}",NONE,JUNGLE,0.7,342.1,286.5,0.29999999999999993,-5.699999999999989,612.9000000000001,61.30000000000007,0.1,481.0,441.5,-2.2,-51.900000000000034,1327.1,247.5,,,,,,,,,,,,,,,421.0,4.0,11.0
595,jerrybaoyouwo,10,3408836408,1588812763059,1091,1038,3006,1042,1055,0,0,3340,2,6,2,2,1,1,226,0,0,0,0,32917,9753,20814,2350,0,4412,923,3126,362,161,1,2984,301,301,12,3,7576,4968,2417,190,5101,3425,0,0,75,0,0,0,65,9,1,5,0,False,False,False,False,False,False,8005,293,195,97,9111,161,80,0,9104,0,0,0,8014,79,0,0,8234,3366,0,0,8236,4,0,0,8000,8200,5008,5008,5001,200,Fail,False,False,False,False,False,False,0,0,0,0,0,"{'championId': 154, 'pickTurn': 6}","{'championId': 86, 'pickTurn': 7}","{'championId': 25, 'pickTurn': 8}","{'championId': 105, 'pickTurn': 9}","{'championId': 157, 'pickTurn': 10}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Akane Ayase,1,3408871309,1588814242270,1828,1401,3075,3117,3211,0,0,3340,2,14,4,0,1,0,264,0,0,0,0,106768,71913,28708,6145,73,14118,9983,2551,1583,7468,1,52732,6164,573,11,50,37769,13849,22803,1116,8138,7750,0,0,18,92,79,0,557,12,0,7,0,True,False,False,False,False,False,8439,1313,0,0,8446,251,0,0,8429,60,24,15,8451,159,0,0,8014,271,0,0,9104,25,0,0,8400,8000,5005,5002,5002,100,Fail,True,True,False,False,True,False,2,0,0,1,0,"{'championId': 53, 'pickTurn': 1}","{'championId': 75, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 25, 'pickTurn': 4}","{'championId': 90, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,1.7000000000000002,284.9,232.6,-0.9500000000000004,-23.30000000000001,461.20000000000005,39.45,1.1,401.79999999999995,269.1,0.6000000000000003,151.75000000000003,919.6999999999999,-65.25000000000011,,,,,,,,,,,,,,,412.0,14.0,4.0
244,UCDKaDin,2,3408871309,1588814242270,1828,3065,3074,3076,3078,1033,3111,3340,11,10,3,2,1,2,361,0,0,0,0,143738,2840,122283,18614,553,35175,1750,23319,10104,12799,3,36433,9295,5690,32,16,45756,19721,24742,1292,13357,13208,2,0,187,4,0,0,140,16,1,10,2,False,False,True,False,False,False,8010,2725,0,0,8009,2655,500,0,9103,27,40,0,8014,655,0,0,8275,10,0,0,8210,0,0,0,8000,8200,5005,5008,5003,100,Fail,True,True,False,False,True,False,2,0,0,1,0,"{'championId': 53, 'pickTurn': 1}","{'championId': 75, 'pickTurn': 2}","{'championId': 523, 'pickTurn': 3}","{'championId': 25, 'pickTurn': 4}","{'championId': 90, 'pickTurn': 5}",DUO_SUPPORT,BOTTOM,0.1,261.6,145.3,-0.6500000000000001,2.3000000000000114,189.6,-57.19999999999999,0.30000000000000004,337.5,234.6,-0.9499999999999997,-130.10000000000002,648.9000000000001,-143.9499999999999,0.30000000000000004,447.2,336.1,-0.04999999999999982,114.85000000000002,777.5999999999999,-451.54999999999995,0.4,374.2,235.3,0.050000000000000266,-164.54999999999998,995.4000000000001,-188.69999999999987,37.0,14.0,4.0
